"FID_15t16","Petro_15t16","Duque_15t16","vtotal_15t16","MOV18_15t16","elsnl_15","elsnmr_15","clrgst_15","clrgwk_15","elsnl_16","elsnmr_16","clrgst_16","clrgwk_16"
1051,152,924,1136,0.67958,0,0.222,0.333,0,NA,NA,NA,NA
1052,910,1198,2210,0.13032,0,0.222,0.333,0,NA,NA,NA,NA
1053,915,1107,2152,0.08922,NA,NA,NA,NA,NA,NA,NA,NA
1054,342,602,1032,0.25194,0,0.222,0.333,0,NA,NA,NA,NA
1055,639,1001,1719,0.21059,0,0.222,0.333,0,NA,NA,NA,NA
1056,23020,41993,69507,0.27297,0,0.222,0.333,0,NA,NA,NA,NA
1057,43082,74349,125484,0.24917,0,0.222,0.333,0,NA,NA,NA,NA
1058,1243,2784,4229,0.36439,0,0.222,0.333,0,NA,NA,NA,NA
1059,479,1228,1802,0.41565,0,0.222,0.333,0,NA,NA,NA,NA
1060,23441,41940,69828,0.26492,0,0.222,0.333,0,NA,NA,NA,NA
1061,107050,168911,295294,0.20949,0,0.222,0.333,0,NA,NA,NA,NA
1062,84019,147764,248600,0.25642,0,0.222,0.333,0,NA,NA,NA,NA
1063,276,1820,2154,0.71681,0,0.222,0.333,0,NA,NA,NA,NA
1064,1292,2509,3991,0.30494,0,0.222,0.333,0,NA,NA,NA,NA
1065,1245,1821,3253,0.17707,0,0.222,0.333,0,NA,NA,NA,NA
1066,645,3117,3880,0.63711,0,0.222,0.333,0,NA,NA,NA,NA
1067,2003,2708,4955,0.14228,0,0.222,0.333,0,NA,NA,NA,NA
1068,909,6639,7701,0.74406,0,0.222,0.333,0,NA,NA,NA,NA
1069,2225,5800,8474,0.42188,0,0.222,0.333,0,NA,NA,NA,NA
1070,1013,3954,5198,0.56579,0,0.222,0.333,0,NA,NA,NA,NA
1071,410,2348,2878,0.67338,0,0.222,0.333,0,NA,NA,NA,NA
1072,4238,13298,18345,0.49387,0,0.222,0.333,0,NA,NA,NA,NA
1073,1653,2106,3924,0.11544,0,0.222,0.333,0,NA,NA,NA,NA
1074,3662,4448,8339,0.09426,NA,NA,NA,NA,NA,NA,NA,NA
1075,600,3180,3857,0.66891,0,0.222,0.333,0,NA,NA,NA,NA
1076,638,2933,3667,0.62585,0,0.222,0.333,0,NA,NA,NA,NA
1077,9834,22549,34502,0.36853,0,0.222,0.333,0,NA,NA,NA,NA
1078,967,1922,3030,0.31518,0,0.222,0.333,0,NA,NA,NA,NA
1079,2811,6680,10009,0.38655,0,0.222,0.333,0,NA,NA,NA,NA
1080,2277,10324,13326,0.60386,0,0.222,0.333,0,NA,NA,NA,NA
1081,2789,10232,13581,0.54805,0,0.222,0.333,0,NA,NA,NA,NA
1082,465,2346,2960,0.63547,0,0.222,0.333,0,NA,NA,NA,NA
1083,1824,2500,4507,0.14999,0,0.222,0.333,0,NA,NA,NA,NA
1084,3170,4170,7724,0.12947,0,0.222,0.333,0,NA,NA,NA,NA
1085,6161,9498,16468,0.20264,0,0.222,0.333,0,NA,NA,NA,NA
1086,4666,9256,15074,0.3045,0,0.222,0.333,0,NA,NA,NA,NA
1087,3155,12556,16508,0.56948,0,0.222,0.333,0,NA,NA,NA,NA
1088,421,1258,1771,0.47261,0,0.222,0.333,0,NA,NA,NA,NA
1089,3120,3768,7135,0.09082,NA,NA,NA,NA,NA,NA,NA,NA
1090,3416,8249,12098,0.39949,0,0.222,0.333,0,NA,NA,NA,NA
1091,941,2882,3981,0.48757,0,0.222,0.333,0,NA,NA,NA,NA
1092,1337,1449,2980,0.03758,NA,NA,NA,NA,NA,NA,NA,NA
1093,2265,6532,9306,0.45852,0,0.222,0.333,0,NA,NA,NA,NA
1094,895,3180,4196,0.54457,0,0.222,0.333,0,NA,NA,NA,NA
1095,4592,5635,10739,0.09712,NA,NA,NA,NA,NA,NA,NA,NA
1096,1150,5503,6935,0.62769,0,0.222,0.333,0,NA,NA,NA,NA
1097,339,1602,2047,0.617,0,0.222,0.333,0,NA,NA,NA,NA
1098,1419,7406,9183,0.65197,0,0.222,0.333,0,NA,NA,NA,NA
1099,1792,4437,6548,0.40394,0,0.222,0.333,0,NA,NA,NA,NA
1100,627,4726,5502,0.745,0,0.222,0.333,0,NA,NA,NA,NA
1101,1054,5372,6659,0.64845,0,0.222,0.333,0,NA,NA,NA,NA
1102,412,2376,2867,0.68504,0,0.222,0.333,0,NA,NA,NA,NA
1103,468,1838,2384,0.57466,0,0.222,0.333,0,NA,NA,NA,NA
1104,332,2498,2908,0.74484,0,0.222,0.333,0,NA,NA,NA,NA
1105,1881,3937,6065,0.33899,0,0.222,0.333,0,NA,NA,NA,NA
1106,531,2989,3628,0.67751,0,0.222,0.333,0,NA,NA,NA,NA
1107,343,2121,2518,0.70612,0,0.222,0.333,0,NA,NA,NA,NA
1108,772,3530,4362,0.63228,0,0.222,0.333,0,NA,NA,NA,NA
1109,1144,2307,3496,0.33267,0,0.222,0.333,0,NA,NA,NA,NA
1110,20322,22192,43465,0.04302,NA,NA,NA,NA,NA,NA,NA,NA
1111,16068,28868,47880,0.26734,0,0.222,0.333,0,NA,NA,NA,NA
1112,83247,55868,148231,-0.1847,NA,NA,NA,NA,0,0,0,0.1
1113,23532,34471,63419,0.17249,0,0.222,0.333,0,NA,NA,NA,NA
1114,2763,8003,11747,0.44607,0,0.222,0.333,0,NA,NA,NA,NA
1115,22851,21246,47848,-0.03354,NA,NA,NA,NA,NA,NA,NA,NA
1116,7540,7656,16357,0.00709,NA,NA,NA,NA,NA,NA,NA,NA
1117,21159,38135,63010,0.26942,0,0.222,0.333,0,NA,NA,NA,NA
1118,1191,3491,4874,0.47189,0,0.222,0.333,0,NA,NA,NA,NA
1119,4007,6709,11505,0.23485,0,0.222,0.333,0,NA,NA,NA,NA
1120,9057,33270,45563,0.53142,0,0.222,0.333,0,NA,NA,NA,NA
1121,7086,21974,31949,0.46599,0,0.222,0.333,0,NA,NA,NA,NA
